['sulgeh', 'सुलगे']
['sunaayii', 'सुनायी']
['suulii', 'सूली']
['sooli', 'सूली']
['suli', 'सूली']
['suuli', 'सूली']
['sejen', 'सेजें']
['safaari', 'सफ़ारी']
['siraphiri', 'सिरफिरी']
['samayegi', 'समाएगी']
['sastaa', 'सस्ता']
['sasta', 'सस्ता']
['saaikal', 'साइकल']
['sahegaa', 'सहेगा']
['sahega', 'सहेगा']
['shiriimati', 'शिरीमती']
['shirimati', 'शिरीमती']
['sejiya', 'सेजिया']
['sarohar', 'सरोहर']
['shik', 'शिक']
['sanvaaraa', 'संवारा']
['seete', 'सीते']
['siite', 'सीते']
['sikhiye', 'सीखिये']
['sikhaaoonga', 'सिखाऊँगा']
['sataayengi', 'सतायेंगी']
['sagari', 'सगरी']
['seemaye', 'सीमाएँ']
['sardon', 'शरदों']
['sajaayen', 'सजाएँ']
['sajaaye', 'सजाएँ']
['safed', 'सफ़ेद']
['sadiyan', 'सदियाँ']
['sadiyaan', 'सदियाँ']
['samaate', 'समाते']
['simatati', 'सिमटती']
['suurajavaa', 'सूरजवा']
['sajaauun', 'सजाऊँ']
['sajaun', 'सजाऊँ']
['sajaaun', 'सजाऊँ']
['sajaayuun', 'सजाऊँ']
['sajaaoon', 'सजाऊँ']
['sunaavo', 'सुनावो']
['subh', 'सुभ']
['sapt', 'सप्त']
['sapta', 'सप्त']
['suran', 'सुरन']
['saritaa', 'सरिता']
['sarita', 'सरिता']
['sajaniyaan', 'सजनियां']
['sajaayenge', 'सजाएंगे']
['sajayenge', 'सजाएंगे']
['sudhaa', 'सुधा']
['sudha', 'सुधा']
['suronn', 'सुरोंं']
['salakhoon', 'सलाखों']
['salaakhon', 'सलाखों']
['sanbhalaa', 'संभला']
['sanbhala', 'संभला']
['shishon', 'शीशों']
['sannaaton', 'सन्नाटों']
['saahuukaar', 'साहूकार']
['shivaaji', 'शिवाजी']
['saraki', 'सरकी']
['sammaan', 'सम्मान']
['sindhu', 'सिंधु']
['sarsaraayein', 'सरसराएं']
['sandese', 'संदेश']
['sandesh', 'संदेश']
['saaranga', 'सारंगा']
['shivala', 'शिवाला']
['shivaala', 'शिवाला']
['sarasvati', 'सरस्वती']
['saraswati', 'सरस्वती']
['sandesh', 'सन्देश']
['sandes', 'सन्देश']
['sajaaye', 'सजये']
['sichaa', 'सीचा']
['samarpit', 'समर्पित']
['sattebaaji', 'सट्टेबाजी']
['saiyaadon', 'सैयादों']
['sochogii', 'सोचोगी']
['sochogi', 'सोचोगी']
['sundaram', 'सुन्दरम']
['suuryaa', 'सूर्या']
['sehta', 'सहता']
['sahata', 'सहता']
['sahataa', 'सहता']
['saver', 'सवेर']
['saudaagar', 'सौदागर']
['saudagar', 'सौदागर']
['sohai', 'सोहै']
['sudhaaran', 'सुधारन']
['sukumaar', 'सुकुमार']
['sajiyaa', 'सजिया']
['sulaauun', 'सुलाऊँ']
['sjaa', 'स्जा']
['saanwariyaa', 'सांवरीया']
['saanwariya', 'सांवरीया']
['surahi', 'सुरही']
['safaaya', 'सफ़ाया']
['sunenge', 'सुनेंगे']
['saraate', 'सराते']
['salike', 'सलीके']
['sarafaroshi', 'सरफ़रोशी']
['sarfaroshi', 'सरफ़रोशी']
['subeh', 'सुबेह']
['sidhaayaa', 'सिधाया']
['sundaraban', 'सुन्दरबन']
['sanvaaruun', 'संवारूं']
['sokhiyaan', 'सोखियां']
['samajhen', 'समझें']
['samajhein', 'समझें']
['sajadon', 'सजादों']
['sajaadon', 'सजादों']
['siyun', 'सियूँ']
['sitamagaaron', 'सितमगारों']
['sulagi', 'सुलगी']
['sulgi', 'सुलगी']
['shaaken', 'शाकें']
['savar', 'सवर']
['sainkadon', 'सैंकड़ों']
['sainkadeon', 'सैंकड़ों']
['sataayegaa', 'सतायेगा']
['sataayega', 'सतायेगा']
['sanbhaalein', 'संभालें']
['sadi', 'सदी']
['sujhaaye', 'सुझाये']
['supane', 'सुपने']
['sangada', 'संगदा']
['samajhegi', 'समझेगी']
['samjhegi', 'समझेगी']
['sajayenge', 'सजायेंगे']
['soofi', 'सूफ़ी']
['sanke', 'सनके']
['shaandaar', 'शानदार']
['shaanadaar', 'शानदार']
['sataaungi', 'सताऊंगी']
['sataauungii', 'सताऊंगी']
['saajon', 'साजों']
['saazon', 'साजों']
['sukraat', 'सुक्रात']
['sikhaye', 'सिखाए']
['shikast', 'शिकस्त']
['sula', 'सुला']
['sulha', 'सुला']
['sulaa', 'सुला']
['sambhalkar', 'सम्भलकर']
['shaahajahaan', 'शाहजहान']
['saayon', 'सायों']
['saayo', 'सायों']
['sujan', 'सुजन']
['sharmasaar', 'शर्मसार']
['saari', 'सारि']
['shraddhaa', 'श्रद्धा']
['shraddha', 'श्रद्धा']
['santan', 'संतन']
['savayo', 'सवायो']
['sat', 'सत']
['stri', 'स्त्री']
['sejariya', 'सेजरिया']
['shikaarapuri', 'शिकारपुरी']
['sukhr', 'सुखर्']
['saanz', 'सांझ']
['sahogi', 'सहोगी']
['sodav', 'सोडव']
['shenduur', 'शेंदूर']
['shendur', 'शेंदूर']
['sut', 'सुत']
['sukhar', 'सुखर']
['santati', 'संतति']
['sampatti', 'सम्पत्ति']
['sabahii', 'सबही']
['sarvam', 'सर्वम']
['sakalam', 'सकलम']
['samarpayaami', 'समर्पयामि']
['shruno', 'श्रुणो']
['samajhaayega', 'समझायेगा']
['saahib', 'साहिब']
['sujuud', 'सुजूद']
['sunanewaala', 'सुननेवाला']
['sunanevaala', 'सुननेवाला']
['sarakaai', 'सरकाई']
['sajjanon', 'सज्जनों']
['saheliya', 'सहेलियाँ']
['saheliyaan', 'सहेलियाँ']
['saheliyan', 'सहेलियाँ']
['saathi', 'साथि']
['surili', 'सुरिलि']
['shahanaiyon', 'शहनाइयों']
['shehnaiyon', 'शहनाइयों']
['swapn', 'स्वप्न']
['svapn', 'स्वप्न']
['sambhaalen', 'सम्भालें']
['sambhaalein', 'सम्भालें']
['sulan', 'सूलन']
['sharmili', 'शरमीली']
['sunaane', 'सुनानी']
['sunaani', 'सुनानी']
['sunani', 'सुनानी']
['simatne', 'सिमटने']
['simtane', 'सिमटने']
['satak', 'सटाक']
['sakuunga', 'सकूंगा']
['sunuun', 'सुनूँ']
['sunun', 'सुनूँ']
['sanbhaaluun', 'संभालूँ']
['saahil', 'साहील']
['seeva', 'सीवा']
['sasur', 'ससुर']
['saadhu', 'साधु']
['sadhu', 'साधु']
['saadu', 'साधु']
['saanvara', 'साँवरा']
['saanvaraa', 'साँवरा']
['shok', 'शोक']
['shababon', 'शबाबों']
['shireen', 'शिरीं']
['sunale', 'सुनले']
['sangemarmar', 'संगमरमर']
['sanvari', 'संवारी']
['shiki', 'शिकी']
['shugaha', 'शुगह']
['safen', 'सफ़ें']
['samaati', 'समाती']
['siharan', 'सिहरन']
['sunita', 'सुनीता']
['suraahi', 'सुराही']
['sanasanaane', 'सनसनाने']
['sunaayengee', 'सुनाएंगी']
['sunaayengi', 'सुनाएंगी']
['sajeelaa', 'सजीला']
['sajeela', 'सजीला']
['sajila', 'सजीला']
['sitaaro', 'सितारो']
['sitaron', 'सितारो']
['shikavon', 'शिकवों']
['simhaasan', 'सिम्हासन']
['sajeeli', 'सजीली']
['sajili', 'सजीली']
['sos', 'सोस']
['saraaho', 'सराहो']
['saraahogi', 'सराहोगी']
['signal', 'सिगनल']
['sunuun', 'सुनूं']
['sunaateen', 'सुनातीं']
['sambhaalani', 'सम्भालनी']
['siraphire', 'सिरफिरे']
['sochi', 'सोची']
['siyaahii', 'सियाही']
['siyaahi', 'सियाही']
['siyaahee', 'सियाही']
['sooradaas', 'सोओरदास']
['sunaaenge', 'सुनाएंगे']
['sunaayenge', 'सुनाएंगे']
['shikawein', 'शिकवें']
['safedi', 'सफ़ेदी']
['sanwarne', 'संवरने']
['sanvarane', 'संवरने']
['sitaaren', 'सितारें']
['sitaarein', 'सितारें']
['surkhiyaan', 'सुर्खियां']
['surkhiyan', 'सुर्खियां']
['sehmey', 'सहमें']
['sehamein', 'सहमें']
['sandese', 'संदेसे']
['shaadmani', 'शादमानी']
['shaadamaani', 'शादमानी']
['saakaar', 'साकार']
['shuruwaat', 'शुरुआत']
['shuruaat', 'शुरुआत']
['saleeka', 'सलीका']
['saliikaa', 'सलीका']
['sehraav', 'सेहराव']
['seharaav', 'सेहराव']
['sapnon', 'सप्नों']
['saaneha', 'सानेहा']
['saanehaa', 'सानेहा']
['sahar', 'सहार']
['sahaara', 'सहार']
['sanjog', 'संजोग']
['safal', 'सफ़ल']
['sudhaar', 'सुधार']
['swapna', 'स्वपन']
['sangat', 'संगत']
['shaava', 'शावा']
['shawa', 'शावा']
['samajhati', 'समझती']
['samajti', 'समझती']
['samajhti', 'समझती']
['sant', 'सन्त']
['siyaasi', 'सियासी']
['sanaasan', 'सनासन']
['saanvare', 'सांवरे']
['saanware', 'सांवरे']
['sogvaar', 'सोगवार']
['sisakiyon', 'सिसकियों']
['sahegi', 'सहेगी']
['sawaaroon', 'सवारूँ']
['saramaat', 'सरमात']
['sanwarti', 'संवरती']
['sanvarati', 'संवरती']
['sandeshaa', 'सन्देशा']
['sahalaataa', 'सहलाता']
['sahalaata', 'सहलाता']
['sagama', 'सगम']
['siyaabar', 'सियाबर']
['sanjo', 'संजो']
['sharamaataa', 'शरमाता']
['sharamaata', 'शरमाता']
['sharmaata', 'शरमाता']
['silva', 'सिलवा']
['sikhaati', 'सिखाती']
['shuqr', 'शुक़्र']
['sazda', 'सज़दा']
['sonava', 'सोनवा']
['seenche', 'सींचे']
['sochega', 'सोचेगा']
['sambhaalun', 'सम्भालूं']
['sochiya', 'सोचिया']
['sikhaayi', 'सिखायी']
['shalo', 'शालों']
['sharmile', 'शर्मीले']
['samaake', 'समाके']
['stori', 'स्टोरी']
['sin', 'सीन']
['sikhalaane', 'सिखलाने']
['sharmaanewaale', 'शरमानेवाले']
['sabha', 'सभा']
['saramaaya', 'सरमाया']
['sharafat', 'शराफ़त']
['sadaraan', 'सदरां']
['sinh', 'सिंह']
['sailyut', 'सैल्यूट']
['sho', 'शो']
['samadarasi', 'समदरसी']
['soor', 'सोओर']
['sudharo', 'सुधरो']
['saudebaazi', 'सौदेबाज़ी']
['suljhaayaa', 'सुलझाया']
['sakhaare', 'सखारे']
['sharmai', 'शरमाई']
['sharmaai', 'शरमाई']
['shaabaa', 'शाबा']
['savaariyaan', 'सवारियाँ']
['sipahiyaa', 'सिपहिया']
['sutali', 'सुतली']
['saukin', 'सौकीन']
['saraab', 'सराब']
['sog', 'सोग']
['sanyaa', 'संया']
['sukumaariyaan', 'सुकुमारियाँ']
['sust', 'सुस्त']
['samayi', 'समयी']
['sijiya', 'सिजिया']
['samone', 'समोने']
['sitaaram', 'सितारम']
['shyaamam', 'श्यामम']
['suniladattam', 'सुनीलदत्तम']
['santon', 'सन्तों']
['sitaaji', 'सीताजी']
['samoyi', 'समोई']
['sikhaaoge', 'सिखाओगे']
['sahoonga', 'सहूँगा']
['sarasaraane', 'सरसराने']
['sankalp', 'संकल्प']
['sharmaake', 'शर्माके']
['shaantigit', 'शान्तिगीत']
['sanhmaarg', 'सन्मार्ग']
['sunaayuungi', 'सुनाऊंगी']
['sarovar', 'सरोवर']
['subuk', 'सुबुक']
['sarf', 'सर्फ़']
['suvaas', 'सुवास']
['sataayegi', 'सतायेगी']
['soye', 'सोयें']
['sataaunga', 'सताऊँगा']
['sataayuunga', 'सताऊँगा']
['saste', 'ससते']
['svaas', 'स्वास']
['savalat', 'सवालात']
['sawalat', 'सवालात']
['suhaagon', 'सुहागों']
['sharaba', 'शराबा']
['sharaaba', 'शराबा']
['sanvaarana', 'सँवारना']
['sataayega', 'सताएगा']
['sataayegaa', 'सताएगा']
['satayega', 'सताएगा']
['sattayega', 'सताएगा']
['sabhy', 'सभ्य']
['susheel', 'सुशील']
['sanyam', 'संयम']
['sikhaayi', 'सीखाई']
['sud', 'सुध']
['sahamaa', 'सहमा']
['sakoongi', 'सकूँगी']
['sakungi', 'सकूँगी']
['sarkaana', 'सरकाना']
['samajhaaii', 'समझाई']
['shaahon', 'शाहों']
['saathiyon', 'साथियों']
['sunaauungaa', 'सुनाऊँगा']
['sansriti', 'संस्रिति']
['shaarada', 'शारदा']
['sevak', 'सेवक']
['sandal', 'सन्दल']
['safal', 'सफल']
['sadaya', 'सदय']
['sumadhura', 'सुमधुर']
['shariire', 'शरीरे']
['sujalaan', 'सुजलां']
['sufalaan', 'सुफलां']
['shyaamalaan', 'श्यामलां']
['saralaan', 'सरलां']
['susmitaan', 'सुस्मितां']
['saanp', 'साँप']
['sandeshaa', 'संदेशा']
['sangini', 'संगिनी']
['sanvaarungi', 'संवारूंगी']
['samajhaaiye', 'समझाइये']
['samjhaaiye', 'समझाइये']
['samjayiye', 'समझाइये']
['sharaminda', 'शरमिंदा']
['shala', 'शाला']
['shaala', 'शाला']
['saahaareyaa', 'साहारेया']
['saton', 'सतों']
['sujhayi', 'सुझाई']
['sanasanaati', 'सनसनाती']
['sataauungii', 'सताऊँगी']
['soonepan', 'सूनेपन']
['suunepan', 'सूनेपन']
['shanivaar', 'शनिवार']
['sambhaali', 'सम्भाली']
['sudhiyaan', 'सुधियाँ']
['saakh', 'साख']
['samaaj', 'समाज']
['sofe', 'सोफे']
['sikka', 'सिक्का']
['single', 'सिंगल']
['spot', 'स्पॉट']
['star', 'स्तर']
['saasein', 'सासें']
['saansein', 'सासें']
['sarfira', 'सरफिरा']
['saahebaan', 'साहेबान']
['sheraan', 'शेराँ']
['sisakanaa', 'सिसकना']
['sisakna', 'सिसकना']
['saanso', 'सांसो']
['sameto', 'समेटो']
['sada', 'सड़ा']
['samet', 'समेट']
['suyaatiki', 'सुआतिकि']
['sur', 'सूर']
['sarv', 'सर्व']
['sharamaaen', 'शरमाएँ']
['saansen', 'सांसें']
['stanon', 'स्तनों']
['samhalke', 'सम्हलके']
['sametakar', 'समेटकर']
['sha', 'शा']
['sambhaalegi', 'सम्भालेगी']
['sanvarta', 'सँवारता']
['sulgi', 'सुलगीं']
['sikh', 'सिख']
['sikhaai', 'सिखाई']
['sikhai', 'सिखाई']
['suhaagine', 'सुहागिने']
['saadh', 'साध']
['sapona', 'सपोना']
['sari', 'सरी']
['shwet', 'श्वेत']
['saawaliya', 'सावलिया']
['sunehri', 'सुनेह्री']
['sabaq', 'सबक़']
['samajhaati', 'समझाती']
['samajhaatee', 'समझाती']
['samjhaati', 'समझाती']
['sachchon', 'सच्चों']
['suraiya', 'सुरैया']
['sakin', 'सकीं']
['saanpon', 'साँपों']
['sasuro', 'ससुरो']
['sanvaare', 'सवारे']
['shila', 'शीला']
['shivaay', 'शिवाय']
['suljhaai', 'सुलझाई']
['shiddat', 'शिद्दत']
['soz', 'सोज']
['saale', 'साले']
['shilpa', 'शिल्पा']
['sonaali', 'सोनाली']
['sushmita', 'सुष्मिता']
['sarpon', 'सर्पों']
['sor', 'सोर']
['shor', 'सोर']
['shikane', 'शिकने']
['surama', 'सुरम']
['sukhanavaar', 'सुखनवार']
['shikan', 'शिकन']
['soniye', 'सोनिये']
['siten', 'सीटें']
['sochoongi', 'सोचूँगी']
['shiqaayate', 'शिक़ायते']
['samjahaata', 'सम्जहाता']
['shikara', 'शिकारा']
['shikaaraa', 'शिकारा']
['sathaayenge', 'सताएंगे']
['senkate', 'सेंकते']
['saajishein', 'साजिशें']
['sadaaye', 'सदाएँ']
['sadaayein', 'सदाएँ']
['sadaayen', 'सदाएँ']
['siyaasato', 'सियासतों']
['shahrukh', 'शाहरुख']
['sudama', 'सुदामा']
['sadamein', 'सदमें']
['sanvarana', 'सँवरना']
['simala', 'सिमला']
['shaadamaan', 'शादमां']
['sarakaao', 'सरकाओ']
['sarakas', 'सरकस']
['sochiye', 'सोचिये']
['safediyaan', 'सफ़ेदियाँ']
['suraag', 'सुराग़']
['shikastaa', 'शिकस्ता']
['shikasta', 'शिकस्ता']
['sitamagaron', 'सितमगरों']
['sakuun', 'सकूं']
['sinchati', 'सींचती']
['sachchhi', 'सच्छी']
['sanwaliya', 'संवलिया']
['sanyaasi', 'संयासी']
['silavat', 'सिलवट']
['silwat', 'सिलवट']
['saunpiya', 'सौंपिया']
['suyiyaan', 'सुईयां']
['sharamaayenge', 'शरमाएंगे']
['sametuun', 'समेटूँ']
['shirq', 'शिर्क़']
['sahan', 'सहन']
['shumaaragi', 'शुमारगी']
['sapane', 'स्पने']
['saugandh', 'सौगन्ध']
['sanjana', 'संजना']
['sehti', 'सहती']
['saihti', 'सहती']
['sahati', 'सहती']
['sarazamiin', 'सरज़मीं']
['satyaanaas', 'सत्यानास']
['sajjan', 'सज्जन']
['satyaanash', 'सत्यानश']
['sapoye', 'सपोये']
['shaarat', 'शारत']
['sarkas', 'सर्कस']
['sahagal', 'सहगल']
['salma', 'सलमा']
['salama', 'सलमा']
['sambhaloon', 'सम्भालूँ']
['shital', 'शीतल']
['safaayi', 'सफ़ायी']
['safaai', 'सफ़ायी']
['sholen', 'शोलें']
['sunanevaale', 'सुननेवाले']
['sharamaaoge', 'शरमाओगे']
['sipi', 'सीपी']
['seepi', 'सीपी']
['shalu', 'शालू']
['shaalu', 'शालू']
['sehlana', 'सहलाना']
['sangraam', 'सन्गराम']
['saahas', 'साहस']
['say', 'सय']
['sanvarataa', 'सँवरता']
['suljhaao', 'सुलझाओ']
['sanwaaroge', 'सँवारोगे']
['sehar', 'सेहर']
['saahibaan', 'साहिबां']
['sahibaan', 'सहिबां']
['sagara', 'सगरा']
['sajaayegi', 'सजाएगी']
['sajayegi', 'सजाएगी']
['satanaam', 'सतनाम']
['see', 'सेए']
['siyaane', 'सियाने']
['sarab', 'सरब']
['saran', 'सरन']
['sunaay', 'सुनाय']
['sulaay', 'सुलाय']
['santon', 'संतों']
['sautela', 'सौतेला']
['sanasani', 'सनसनी']
['sadqe', 'सद्क़े']
['senk', 'सेंक']
['sanhaar', 'संहार']
['siye', 'सिए']
['sataravaan', 'सतरवां']
['shuru', 'शुरु']
['sajaayi', 'सजायी']
['sajaayee', 'सजायी']
['sajaado', 'सजादो']
['sabaab', 'सबाब']
['sthaan', 'स्थान']
['sirafirii', 'सिरफ़िरी']
['samajhiye', 'समझिये']
['samajhiiyegaa', 'समझीयेगा']
['sanvaaregii', 'सँवारेगी']
['sovega', 'सोवेगा']
['saansu', 'साँसू']
['satakarmon', 'सतकर्मों']
['sud', 'सुड़']
['saayiyaan', 'साइयाँ']
['sim', 'सीम']
['saraniguun', 'सरनिगूँ']
['saamaan', 'सामाँ']
['sehlayein', 'सहलाएं']
['salaamiyaan', 'सलामियाँ']
['shaakuntal', 'शाकुन्तल']
['suta', 'सुता']
['shakuntala', 'शकुन्तला']
['shaap', 'शाप']
['sarajan', 'सरजन']
['saaqi', 'साक़ि']
['sarakata', 'सरकता']
['sarakta', 'सरकता']
['suramai', 'सुरमैइ']
['sahuunga', 'सहूंगा']
['silate', 'सिलते']
['sahalaayuungi', 'सहलाऊंगी']
['saanh', 'साँह']
['sapanan', 'सपनन']
['siddhi', 'सिद्धि']
['swaami', 'स्वामि']
['saason', 'सासों']
['sadaabahaar', 'सदाबहार']
['sadabahaar', 'सदाबहार']
['saacho', 'साचो']
['sanjoyi', 'संजोई']
['sambha', 'साम्बा']
['samjhaya', 'समझाय']
['shabaana', 'शबाना']
['saramastiyaan', 'सरमस्तियाँ']
['saamaalo', 'सामालो']
['sikhaake', 'सिखाके']
['sulajhaani', 'सुलझानी']
['saakshaat', 'साक्षात']
['sugandh', 'सुगन्ध']
['suhaaga', 'सुहागा']
['suhaagaa', 'सुहागा']
['savaaya', 'सवाया']
['sahaj', 'सहज']
['saraabi', 'शराबी']
['sarsarati', 'सरसराती']
['suuliyon', 'सूलीयों']
['sooliyon', 'सूलीयों']
['sono', 'सोनो']
['saanvaariya', 'साँवारिया']
['saayin', 'साईं']
['saain', 'साईं']
['sidhaara', 'सीधारा']
['snehi', 'स्नेही']
['sebarajet', 'सेबरजेट']
['sisake', 'सिसके']
['siraaj', 'सिराज']
['saalaazaar', 'सालाज़ार']
['sochoge', 'सोचोगे']
['sustaane', 'सुस्ताने']
['suhaagin', 'सुहागिन']
['sakht', 'सख्त']
['saanuun', 'सानूं']
['saade', 'साडे']
['saareyaan', 'सारेयां']
['saamne', 'साम्ने']
['sarvashaktimaan', 'सर्वशक्तिमान']
['seti', 'सेती']
['solahavaan', 'सोलहवां']
['sunegee', 'सुनेगी']
['sunegi', 'सुनेगी']
['sajengi', 'सजेंगी']
['sarat', 'सरत']
['saanun', 'सानुं']
['sivaa', 'सिवाय']
['samraat', 'सम्राट']
['saazon', 'साज़ों']
['saabaramati', 'साबरमती']
['sonti', 'सोंटी']
['sinhavaahini', 'सिंहवाहिनी']
['shaktipradaata', 'शक्तिप्रदाता']
['sadiyon', 'सदियोँ']
['salallaah', 'सलल्लाह']
['shere', 'शेरे']
['saanche', 'सांचे']
['sebon', 'सेबों']
['santare', 'संतरे']
['sajje', 'सज्जे']
['sidhaaro', 'सिधारो']
['sulagaayein', 'सुलगाएं']
['sanchit', 'संचित']
['sarvasv', 'सर्वस्व']
['suujhi', 'सूझी']
['sargamon', 'सरगमों']
['sek', 'सेक']
['sozaan', 'सोज़ाँ']
['sad', 'सद']
['shoron', 'शोरों']
['sandal', 'संदल']
['saambhar', 'साम्भर']
['saangto', 'सांगतो']
['sharmaayegi', 'शरमाएगी']
['sharamaaegi', 'शरमाएगी']
['sikhaane', 'सिखाने']
['sikane', 'सिखाने']
['sarakaaunga', 'सरकाऊंगा']
['sulajhega', 'सुलझेगा']
['satra', 'सतरा']
['suhaas', 'सुहास']
['sahit', 'सहित']
['sudhaaruun', 'सुधारूँ']
['saanchaa', 'साँचा']
['saleeb', 'सलीब']
['susaraal', 'सुसराल']
['susar', 'सुसर']
['samdhiji', 'समधीजी']
['sulgaaye', 'सुलगाए']
['saraasar', 'सरासर']
['saarangi', 'सारंगी']
['sukhake', 'सुखके']
['svayn', 'स्वयं']
['sakehga', 'सकेह्गा']
['sehra', 'सह्रा']
['sarakati', 'सरकती']
['shravan', 'श्रवन']
['saranam', 'सरणम']
['shradhdhha', 'श्रध्ध्हा']
['simti', 'सिम्टी']
['samhaal', 'सम्हाल']
['sankat', 'सन्कट']
['sisakta', 'सिसकता']
['shoole', 'शोओले']
['sakengi', 'सकेंगी']
['suhaagini', 'सुहागनी']
['sajaaile', 'सजाइले']
['saaliyon', 'सालियों']
['shirin', 'शीरीं']
['sanbhaalo', 'संभालो']
['sikhaaon', 'सिखाऊँ']
['sikhaauun', 'सिखाऊँ']
['sajaasadaa', 'सजासदा']
['sanvaarta', 'सवारता']
['salamaan', 'सलमान']
['shikaayaat', 'शिकायात']
['sukun', 'सुकूं']
['sahanaai', 'सहनाई']
['sarakaayaa', 'सरकाया']
['sikhaye', 'सिखायें']
['sikhate', 'सिखाते']
['sipahiyaa', 'सिपाहिया']
['sharmaay', 'शरमाय']
['sharnagatam', 'शरणागतम']
['sujhen', 'सूझें']
['suluk', 'सुलूक']
['seharaayon', 'सेहराओं']
['sulaaungi', 'सुलाऊँगी']
['sukhadev', 'सुखदेव']
['sitamgar', 'सितम्गर']
['sulajh', 'सुलझ']
['saleti', 'सलेटी']
['saikal', 'साईकल']
['samjhogi', 'समझोगी']
['samajhogii', 'समझोगी']
['samajhuun', 'समझूं']
['sahalaao', 'सहलाओ']
['siyaah', 'सियह']
['suuradaas', 'सूरदास']
['soordaas', 'सूरदास']
['sabaan', 'सबाँ']
['sattaa', 'सत्ता']
['satta', 'सत्ता']
['sindbaad', 'सिंदबाद']
['saadapan', 'सादापन']
['sanvaaroon', 'सँवारूँ']
['sanwaaruun', 'सँवारूँ']
['santat', 'संतत']
['sanpat', 'संपत']
['sumiran', 'सुमिरन']
['sukha', 'सुखा']
['suljhegi', 'सुलझेगी']
['set', 'सेत']
['sandesi', 'संदेसी']
['sikke', 'सिक्के']
['samajhiyo', 'समझियो']
['sahaaro', 'सहारो']
['sanawa', 'सनवा']
['sharmaao', 'शरमाओ']
['sulta', 'सुल्टा']
['saradard', 'सरदर्द']
['siyaavar', 'सियावर']
['siyaase', 'सियासे']
['sabhaamein', 'सभामें']
['saachaa', 'साचा']
['saacha', 'साचा']
['sabhiikaa', 'सभीका']
['sangemaramar', 'संगेमरमर']
['suurama', 'सूरमा']
['suno', 'सुणो']
['sajaayuungi', 'सजाऊँगी']
['sanvaarein', 'सँवारें']
['sanvaaren', 'सँवारें']
['sargoshiyaan', 'सरगोशियाँ']
['sikhalaaya', 'सिखलाया']
['suboh', 'सुबोह']
['shrimaan', 'श्रीमान']
['sachchaaiyon', 'सच्चाइयों']
['sambhalnaa', 'संभलना']
['saadan', 'साधन']
['sadke', 'सड़के']
['sajate', 'सजते']
['sajte', 'सजते']
['sharamaayegii', 'शरमायेगी']
['sharmaayegi', 'शरमायेगी']
['sulagan', 'सुलगन']
['sulgan', 'सुलगन']
['saramaaye', 'सरमाये']
['sulajhi', 'सुलझी']
['sahake', 'सहके']
['shaadiyaane', 'शादियाने']
['sulaake', 'सुलाके']
['sitam', 'सीतम']
['saawan', 'सवन']
['sutuun', 'सुतून']
['sade', 'सड़े']
['sahakar', 'सहकर']
['sattar', 'सत्तर']
['sambhala', 'संभाला']
['sex', 'सेक्स']
['sarghoshiyon', 'सर्घोशियों']
['sabnu', 'सब्नू']
['saaddi', 'साद्डी']
['shaapit', 'शापित']
['shamajhe', 'शामाझे']
['sarwaangi', 'सर्वांगी']
['sarvangi', 'सर्वांगी']
['shobhatobara', 'शोभतोबरा']
['saral', 'सरल']
['sond', 'सोंड']
['sankati', 'संकती']
['survalvandana', 'सुर्वल्वंदना']
['sanpati', 'संपाति']
['sohrat', 'सोहरत']
['sunehra', 'सुनेहरा']
['sincha', 'सिंचा']
['sannaaton', 'सन्नातों']
['suma', 'सुमा']
['summa', 'सुमा']
['shirkat', 'शिरकत']
['sararara', 'सररारा']
['sunal', 'सुनल']
['signal', 'सिग्नल']
['simran', 'सिमरन']
['swaaha', 'स्वाहा']
['stop', 'स्टॉप']
['silane', 'सिलाने']
['summ', 'सुम्म']
['shona', 'शोना']
['shaks', 'शाकस']
['sanmaan', 'सनमान']
['sweety', 'स्वीटी']
['sheraawaali', 'शेरावाली']
['saache', 'साचे']
['sachchiya', 'सच्चिया']
['somaye', 'सोमाय']
['sulja', 'सूलजा']
['sleepin', 'स्लीपीन']
['sohniye', 'सोहनिए']
['sunah', 'सुनह']
['shirin', 'शिरीन']
['seetaan', 'सीतान']
['se', 'से']
['shaant', 'शांत']
['saath', 'साथ']
['suvidha', 'सुविधा']
['swaadisht', 'स्वादिष्ट']
['sa', 'सा']
['stupid', 'स्टुपिड']
['shauk', 'शौक']
['summer', 'समर']
['sal', 'साल']
['sabhi', 'सभी']
['sab', 'सब']
['suna', 'सुना']
['so', 'सो']
['saare', 'सारे']
['saturday', 'सैटरडे']
['saang', 'संग']
['story', 'स्टोरी']
['saktaa?', 'सकता?']
['sanathnagar', 'सनथनगर']
['schooling', 'स्कूलिंग']
['shps', 'एसएचपीएस']
['satisfy', 'सैटिस्फाई']
['sikha', 'सीखा']
['socha', 'सोचा']
['shayad', 'शायद']
['sadar', 'सदर']
['sakte', 'सकते']
['sapano', 'सपनों']
['sawaar', 'सवार']
['sonu', 'सोनू']
['sharan', 'शरण']
['singh', 'सिंह']
['sahaare', 'सहारे']
['samar', 'समर']
['shesh', 'शेष']
['samay', 'समय']
['saaree', 'सारी']
['school', 'स्कूल']
['st', 'एसटी']
['saal', 'साल']
['sabse', 'सबसे']
['shaher', 'शहर']
['sheher', 'शहर']
['schooling', 'स्कुलिंग']
['sukhe', 'सूखे']
['shabd', 'शब्द']
['suru', 'शुरु']
