['pighale', 'पिघले']
['pahani', 'पहनी']
['pahuunche', 'पहूँचे']
['purabaiya', 'पुरबैया']
['panchhiyon', 'पंछियों']
['pilaanevaale', 'पिलानेवाले']
['piyoonga', 'पियूंगा']
['paavas', 'पावस']
['puurn', 'पूर्ण']
['parvaah', 'पर्वाह']
['prasthaan', 'प्रस्थान']
['puuran', 'पूरन']
['paavon', 'पावों']
['pate', 'पटे']
['parakho', 'परखो']
['paakit', 'पाकिट']
['paharaave', 'पहरावे']
['pairuun', 'पैरूँ']
['pairun', 'पैरूँ']
['paappe', 'पाप्पे']
['paandobaa', 'पांडोबा']
['paandoba', 'पांडोबा']
['poragi', 'पोरगी']
['porgi', 'पोर्गी']
['pakkiyaan', 'पक्कियां']
['paig', 'पैग']
['patiyaala', 'पटियाला']
['paani', 'पाणी']
['puuchhuun', 'पूछूं']
['praphulit', 'प्रफुलित']
['pitaambar', 'पीताम्बर']
['pushpalata', 'पुष्पलता']
['pis', 'पीस']
['pees', 'पीस']
['pakadenge', 'पकड़ेंगे']
['poras', 'पोरस']
['parataap', 'परताप']
['pukaari', 'पुकारी']
['pachhi', 'पछी']
['phenkam', 'फेंकम']
['pahanuun', 'पहनूं']
['paiyo', 'पैयो']
['paansa', 'पांसा']
['puraani', 'पुराणी']
['pause', 'पौसे']
['pran', 'प्रन']
['pakadake', 'पकडके']
['pichhali', 'पिछली']
['pahanuungi', 'पहनूंगी']
['paayalein', 'पायलें']
['peh', 'पेह']
['phullaan', 'फुल्लाँ']
['pairin', 'पैरीं']
['pasiinon', 'पसीनों']
['pachaaka', 'पचाका']
['parvataraaj', 'पर्वतराज']
['padminiyaan', 'पद्मिनियाँ']
['paavat', 'पावत']
['pahachaanataa', 'पहचानता']
['pahachaanata', 'पहचानता']
['prabhujii', 'प्रभुजी']
['prabhuji', 'प्रभुजी']
['phirogi', 'फिरोगी']
['parachhaanwein', 'परछाँवें']
['pakar', 'पकर']
['puhl', 'पुह्ल']
['parvaan', 'पर्वान']
['pappiya', 'पप्पियाँ']
['pappiyan', 'पप्पियाँ']
['pattebaazi', 'पत्तेबाज़ी']
['punyon', 'पुँयों']
['pushhp', 'पुष्प']
['pravesh', 'प्रवेश']
['pahaloo', 'पहलोओ']
['piyenge', 'पियेंगे']
['pahunchakar', 'पहुँचकर']
['puaade', 'पुआदे']
['paavaan', 'पावां']
['pangade', 'पंगड़े']
['porila', 'पोरीला']
['poona', 'पूना']
['purao', 'पुराओ']
['phuljhadiyon', 'फुलझड़ियों']
['phulajhadiyon', 'फुलझड़ियों']
['pachhataaunga', 'पछताऊंगा']
['papiyaan', 'पपियां']
['paalen', 'पालें']
['putaliyaan', 'पुतलियान']
['parvardigaar', 'पर्वरदिगार']
['pisar', 'पिसर']
['padhein', 'पढ़ें']
['pahunchenge', 'पहुंचेंगे']
['puuranama', 'पूरनमा']
['phuulawaari', 'फूलवारी']
['puujata', 'पूजता']
['pakheru', 'पखेरु']
['paapin', 'पापिन']
['pardaadaari', 'पर्दादारी']
['pardadari', 'पर्दादारी']
['psand', 'प्सन्द']
['poochhogi', 'पूछोगी']
['parada', 'परद']
['patit', 'पतित']
['puraatan', 'पुरातन']
['painjaniyaan', 'पैंजनियाँ']
['phiraye', 'फिराये']
['phiraaye', 'फिराये']
['parachhaaiyaan', 'परछाइयां']
['phulava', 'फूलवा']
['parate', 'परते']
['piinese', 'पीनेसे']
['parastaar', 'परस्तार']
['parastar', 'परस्तार']
['phasaana', 'फँसाना']
['pallav', 'पल्लव']
['pati', 'पती']
['potee', 'पोती']
['panna', 'पन्ना']
['purafan', 'पुरफ़न']
['pasaar', 'पसार']
['palchhin', 'पलछिन']
['parakhane', 'परखने']
['patharila', 'पथरीला']
['putalii', 'पुतली']
['pighalaane', 'पिघलाने']
['pirota', 'पिरोता']
['paayengi', 'पायेंगी']
['paayegi', 'पायेंगी']
['pahanaao', 'पेहनाओ']
['pyaaraki', 'प्यारकी']
['premaka', 'प्रेमका']
['pihe', 'पिहे']
['pujanam', 'पूजनम']
['pahunchayi', 'पहुँचाई']
['pahiyon', 'पहियों']
['paradaanashin', 'परदानशीन']
['pareshaaniyaan', 'परेशानियाँ']
['paasa', 'पासा']
['paaiyega', 'पाइयेगा']
['pardaanasheeno', 'परदानशीनों']
['piknik', 'पिकनिक']
['picanic', 'पिकनिक']
['picnic', 'पिकनिक']
['pise', 'पिसे']
['padhaat', 'पढ़ात']
['prahlaad', 'प्रह्लाद']
['puujati', 'पूजती']
['pinha', 'पिन्हा']
['padhaogi', 'पढ़ाओगी']
['padhaaogi', 'पढ़ाओगी']
['paimaane', 'पैमानें']
['payal', 'पयल']
['palatakar', 'पलटकर']
['per', 'पेर']
['parantu', 'परंतु']
['pitaako', 'पिताको']
['praja', 'प्रजा']
['pitaake', 'पिताके']
['paapakii', 'पापकी']
['paapki', 'पापकी']
['peshaani', 'पेशानी']
['party', 'पर्त्य']
['paati', 'पाटी']
['puujo', 'पूजो']
['pasije', 'पसीजे']
['pahalane', 'पहलने']
['pini', 'पीनी']
['payaa', 'पया']
['pehenti', 'पहनती']
['panihariyan', 'पनिहारियाँ']
['pilaunga', 'पिलाऊंगा']
['pede', 'पेड़े']
['peeng', 'पींग']
['pochhiye', 'पोछिये']
['piche', 'पीचे']
['puri', 'पुरी']
['phirun', 'फिरुँ']
['puuton', 'पूतों']
['pongo', 'पॉंगो']
['parchhaayiya', 'परच्छाइया']
['purvi', 'पूर्वी']
['purti', 'पूर्ति']
['phurti', 'पूर्ति']
['phalivar', 'फालीवर']
['paahe', 'पाहे']
['pahe', 'पाहे']
['paavaave', 'पावावे']
['pavave', 'पावावे']
['padhwaaya', 'पढ़वाया']
['padhwaya', 'पढ़वाया']
['paulaad', 'पौलाद']
['padhata', 'पढ़ता']
['phisalane', 'फिसलने']
['parmaanu', 'परमाणु']
['palsafa', 'पलसफा']
['palake', 'पलाके']
['palchhin', 'पलच्छीं']
['party', 'पार्टी']
['paape', 'पापे']
['peg', 'पेग']
['panth', 'पंत']
['punewaale', 'पूनेवाले']
['phula', 'फूला']
['phulaka', 'फूलका']
['phulka', 'फूलका']
['parion', 'पारीओं']
['pariyon', 'पारीओं']
['panate', 'पनते']
['panautiyon', 'पनौतियों']
['part', 'पार्ट']
['pendi', 'पेंडी']
['paana', 'पाना']
['pranto', 'प्रांतों']
['pale', 'पले']
['prakaar', 'प्रकार']
['pe', 'पे']
['prasiddh', 'प्रसिद्ध']
['poora', 'पूरा']
['paas', 'पास']
['peace', 'पीस']
['peaceful', 'पीसफुल']
['park', 'पार्क']
['par', 'पर']
['pina', 'पीना']
['pain', 'पेन']
['pub', 'पब']
['pehenke', 'पहनके']
['participate', 'पार्टिसिपेट']
['paar', 'पार']
['paanch', 'पाँच']
['positive', 'पोज़िटिव']
['paitda', 'पैदा']
['pada', 'पढ़ा']
['padhta', 'पढ़ता']
['paschim', 'पश्चिम']
['pasand', 'पसंद']
['paudwal', 'पौडवाल']
['padhanaa', 'पढ़ना']
['panktiyaan', 'पंक्तियाँ']
['paap', 'पाप']
['pratyogitha', 'प्रतियोगिता']
['parvath', 'पर्वत']
['paidal', 'पैदल']
['padhai', 'पढ़ाई']
['pokharam', 'पोखरम']
['population', 'पॉप्यूलेशन']
['para', 'पड़ा']
['pehle', 'पहले']
['pura', 'पूरा']
['parwat', 'पर्वत']
['pramukh', 'प्रमुख']
['pradhan', 'प्रधान']
['patsan', 'पटसन']
['prachin', 'प्राचीन']
['patna', 'पटना']
['pahle', 'पहले']
['patliputra', 'पाटलिपुत्र']
['prant', 'प्रांत']
['pahchaan', 'पहचान']
['pahla', 'पहला']
['pahli', 'पहली']
['pad', 'पड़']
['pichle', 'पिछले']
['pehchaan', 'पहचान']
['paaya', 'पाया']
['paagal', 'पागल']
['pantarbaazi', 'पैंतरेबाजी']
['poocho', 'पूछो']
['phal', 'फल']
['pataa', 'पता']
['paratu', 'परंतु']
['prantu', 'परंतु']
['pahanate', 'पहनते']
['parantu', 'परंतु']
['patients', 'पेशेन्ट्स']
['patient', 'पेशेन्ट']
['pani', 'पानी']
['poori', 'पूरी']
['padai', 'पढाई']
['pune', 'पुणे']
['post', 'पोस्ट']
['pada', 'पड़ा']
['probs', 'प्रोब्स']
['pathyakram', 'पाठ्यक्रम']
['prarambh', 'प्रारंभ']
['patrika', 'पत्रिका']
['panchayat', 'पंचायत']
['pradhanmantri', 'प्रधानमंत्री']
['pathamikta', 'प्राथमिकता']
['parichit', 'परिचित']
['police', 'पुलिस']
['pakran', 'प्रकरण']
['prado', 'प्रदो']
['pado', 'पदों']
['pehli', 'पहली']
['poorv', 'पूर्व']
['paalika', 'पालिका']
['pateria', 'पटेरिया']
['prastoot', 'प्रस्तुत']
['pollock', 'पोलॉक']
['pari', 'पारी']
['pradhanmantri', 'प्रधानमंत्री']
['paawan', 'पावन']
['par', 'पर']
['path', 'पथ']
['pratyek', 'प्रत्येक']
['pranaali', 'प्राणाली']
['prakar', 'प्रकार']
['parivartan', 'परिवर्तन']
['pati', 'पतियों']
['pakde', 'पकडे']
['parantu', 'पर']
['prashn', 'प्रश्न']
['prasaran', 'प्रसारण']
['praacheen', 'प्राचीन']
['parampara', 'परम्परा']
['pakad', 'पकड़']
['pushti', 'पुष्टि']
['patel', 'पटेल']
['punji', 'पूंजी']
['police', 'पुलिस']
['prangan', 'प्रांगण']
['padhe', 'पढे']
['pichle', 'पिछले']
['program', 'प्रोग्राम']
['pohoche', 'पहुँचे']
['pedro', 'पेड्रो']
['parmano', 'परमाणु']
['petrol', 'पेट्रोल']
['pump', 'पम्प']
['prasthaan', 'प्रस्थान']
['pakistan', 'पाकिस्तान']
['patrakarita', 'पत्रकारिता']
['pahunch', 'पहुँच']
['patri', 'पत्री']
['press', 'प्रेस']
['peedithon', 'पीड़ितों']
['prasthav', 'प्रस्ताव']
['pradesh', 'प्रदेश']
['pratinidhiyon', 'प्रतिनिधियों']
['pooja', 'पूजा']
['paryojnaayen', 'परियोजनाएं']
['pradhaanmantri', 'प्रधानमंत्री']
['parivartana', 'परिवर्तन']
['patiyon', 'पतियों']
['palanimaanakam', 'पलानिमक्कम']
['prasaaran', 'प्रसारण']
['pracheen', 'प्राचीन']
['poonji', 'पूंजी']
['pahunche', 'पहुँचे']
['pane', 'पाने']
['parv', 'पर्व']
['pahuchne', 'पहुँचने']
['purv', 'पूर्व']
['prodogyakiya', 'प्रधौगिकीय']
['ped', 'पेड़']
['phansi', 'फ़ँसी']
